Mutant,org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testNoEndPoints],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionBoundaryBoundary],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionOutsideOutside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionBoundaryOutside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testHalfInfiniteNeg],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testHalfInfinitePos],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionInsideOutside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testNoSegments],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionInsideBoundary],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionParallel],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testNoEndPoints],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionBoundaryBoundary],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionBoundaryOutside],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testHalfInfiniteNeg],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testHalfInfinitePos],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionInsideOutside],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testNoSegments],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionInsideBoundary],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionInsideInside],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testIntersectionNotIntersecting],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testBug20041003],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testLineIntersection],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testSqueezedHexa],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionInsideInside],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testIntersectionOutsideOutside],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testIssue880Simplified],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testChoppedHexagon],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testConcentric],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testSingularPoint],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testEmptyDifference],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testSeveralSegments],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testSeveralSegments],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testHole],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testDifference],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testIntersection],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testUnlimitedSubHyperplane],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testSimplyConnected],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testDisjointPolygons],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testBug20040520],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testUnion],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testTetrahedron],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testStair],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testXor],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testBuildBox],org.apache.commons.math3.geometry.euclidean.twod.SubLineTest[testEndPoints],org.apache.commons.math3.geometry.euclidean.threed.SubLineTest[testEndPoints],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testIssue780],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testOppositeHyperplanes],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testIsometry],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testCross],org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest[testBox],org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest[testIssue880Complete],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test3],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test7],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test6],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test5],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test4],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test2],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test0],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test05],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test02],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test00],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test01],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test10],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test06],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test07],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test13],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test03],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test14],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test11],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test12],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test09],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test08],org.apache.commons.math3.geometry.euclidean.threed.SubLine_ESTest[test1],org.apache.commons.math3.geometry.euclidean.twod.SubLine_ESTest[test04],Total,Equiv?
115, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL,EXC,FAIL,EXC, , ,FAIL,EXC,EXC, ,EXC,PASS,EXC,EXC,PASS,EXC,EXC,PASS, , ,FAIL, ,PASS,EXC,PASS, , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , ,15,
116, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS, ,PASS,PASS,PASS, , , , , , , , , , , , , , , , , , ,PASS, ,PASS, , , ,0,
117, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,FAIL,EXC,FAIL,EXC, , ,FAIL,EXC,EXC, ,EXC,PASS,EXC,EXC,PASS,EXC,EXC,PASS, , ,FAIL, ,PASS,EXC,PASS, , , , , , , , , , , , , , , , , , ,FAIL, ,PASS, , , ,15,
118, , , , , , , , , , , , , , , , , , , , , ,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,EXC, ,PASS,FAIL,PASS, , , , , , , , , , , , , , , , , , ,PASS, ,FAIL, , , ,3,
119, , , , , , , , , , , , , , , , , , , , ,EXC,EXC, , , , ,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC, ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , ,FAIL, , , , , ,EXC, ,EXC, , , ,25,
12, ,EXC,PASS,PASS, , ,PASS, ,EXC, , , , , , , , , ,EXC,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC,PASS,PASS,PASS,PASS,PASS, , , , , , , , , , , , , , , ,PASS, ,4,
120, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
121, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
122, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,PASS,PASS,EXC,FAIL,PASS,FAIL,FAIL,PASS,EXC,FAIL,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,15,
123, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
124, , , , , , , , , , , , , , , , , , , , ,PASS,PASS, , , , ,PASS,EXC,PASS,PASS, , ,PASS,PASS,PASS,EXC,FAIL,FAIL,FAIL,PASS,PASS,EXC,PASS,PASS, , ,EXC,EXC,PASS,PASS,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,9,
125, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
126, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,PASS,EXC,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,FAIL, , ,18,
127, , , , , , , , , , , , , , , , , , , , ,PASS,PASS, , , , ,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS,PASS,PASS,PASS,PASS, , , , , , , , , , , , , , , , , , , , ,PASS, , ,0,
128, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
129, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
13, , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , ,2,
130, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
131, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,FAIL,FAIL,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,18,
132, , , , , , , , , , , , , , , , , , , , ,PASS,FAIL, , , , ,PASS,EXC,EXC,PASS, , ,FAIL,EXC,EXC,EXC,FAIL,FAIL,FAIL,EXC,PASS,EXC,EXC,PASS, , ,EXC,EXC,PASS,FAIL,PASS,EXC, , , , , , , , , , , , , , , , , , , , ,FAIL, , ,18,
133, , , , , , , , , , , , , , , , , , , , ,EXC,EXC, , , , ,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , , , , , , , ,FAIL, , ,25,
134, , , , , , , , , , , , , , , , , , , , ,EXC,EXC, , , , ,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , , , , , , , ,PASS, , ,24,
135, , , , , , , , , , , , , , , , , , , , ,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , ,EXC, ,EXC, ,FAIL, ,FAIL, , ,30,
136, , , , , , , , , , , , , , , , , , , , ,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , ,EXC, ,EXC, ,FAIL, ,FAIL, , ,30,
137, , , , , , , , , , , , , , , , , , , , ,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC, , ,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , ,PASS, ,PASS, ,PASS, ,FAIL, , ,27,
138, , , , , , , , , , , , , , , , , , , , ,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , ,PASS, ,PASS, ,FAIL, ,FAIL, , ,28,
139, , , , , , , , , , , , , , , , , , , , ,PASS,EXC,EXC, , ,PASS,PASS,EXC,EXC,EXC, , ,EXC,EXC,EXC,PASS,EXC,PASS,EXC,EXC,PASS,EXC,EXC,EXC, , ,EXC,EXC,PASS,EXC,EXC,PASS, , , , , , , , , , , , , , ,PASS, ,PASS, ,FAIL, ,PASS, , ,19,
14, ,PASS,PASS,PASS, , ,PASS, ,PASS, , , , , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC,PASS,PASS,PASS,PASS, , , , , , , , , , , , , , , , ,PASS, ,2,
140, , , , , , , , , , , , , , , , , , , , ,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC, , ,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC, , ,EXC,EXC,EXC,EXC,EXC,EXC, , , , , , , , , , , , , , ,PASS, ,PASS, ,PASS, ,FAIL, , ,27,
141, , , , , , , , , , , , , , , , , , , , , ,EXC,EXC, , , , ,EXC,EXC,EXC, , ,EXC,EXC,EXC, ,EXC, ,EXC,EXC, ,EXC,EXC,PASS, , ,PASS,EXC, ,EXC,PASS, , , , , , , , , , , , , , , , , , , ,PASS, , , , ,15,
142, , , , , , , , , , , , , , , , , , , , , ,PASS,PASS, , , , ,PASS,PASS,PASS, , ,PASS,PASS,PASS, ,PASS, ,PASS,PASS, ,PASS,PASS,PASS, , ,PASS,PASS, ,PASS,PASS, , , , , , , , , , , , , , , , , , , ,FAIL, , , , ,1,
