Mutant,com.google.javascript.jscomp.CrossModuleMethodMotionTest[testCantMovePrototypeProp],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMovePrototypeMethod3],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testClosureVariableReads1],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testStatementRestriction],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph4],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph7],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testMethodsFromExternsFileNotExported],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testExportedMethodsByNamingConventionAlwaysExported],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testExportedMethodsByNamingConvention],com.google.javascript.jscomp.SpecializeModuleTest[testDontSpecializeLocalNonAnonymousFunctions],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testNeverRemoveImplicitlyUsedProperties],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMoveMethodsUsedInTwoModules],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGetterBaseline],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph3],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph6],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing6],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing7],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testExternMethodsFromExternsFile],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph2],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing4],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGetter2],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMoveMethodsInRightOrder],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing3],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing5],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeDevirtualizePrototypeMethodsWithInline],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMoveMethodsUsedInTwoModules2],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testGlobalFunctionsInGraph],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMovePrototypeMethod2],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeInlineWithRegularFunctions],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testNoClosureVariableReads2],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testClosureVariableReads3],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testPropertiesDefinedWithGetElem],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testTwoMethods2],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testClosureVariableReads2],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testNoClosureVariableReads1],com.google.javascript.jscomp.SpecializeModuleTest[testAddDummyVarsForRemovedFunctions],com.google.javascript.jscomp.SpecializeModuleTest[testDontSpecializeAliasedFunctions_inline],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeInline],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testTwoMethods],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeInlineWithNamespaces],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGlobalFunctionsInGraph5],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeInlineWithMultipleDependents],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMovePrototypeRecursiveMethod],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMoveMethodsInRightOrder2],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testGetter1],com.google.javascript.jscomp.CommandLineRunnerTest[testCheckGlobalThisOnWithAdvancedMode],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testMovePrototypeMethod1],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing2],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeRemoveUnusedProperties],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeDevirtualizePrototypeMethods],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAliasing1],com.google.javascript.jscomp.SpecializeModuleTest[testDontSpecializeAliasedFunctions_remove_unused_properties],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testPropertyDefinedInBranch],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testAnalyzePrototypeProperties],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag3],com.google.javascript.jscomp.CommandLineRunnerTest[testReflectedMethods],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testPropertyReferenceGraph],com.google.javascript.jscomp.CommandLineRunnerTest[testDebugFlag4],com.google.javascript.jscomp.CommandLineRunnerTest[testGoogAssertStripping],com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest[testUsingAnonymousObjectsToDefeatRemoval],com.google.javascript.jscomp.CrossModuleMethodMotionTest[testInnerFunctionClosureVariableReads],com.google.javascript.jscomp.SpecializeModuleTest[testSpecializeCascadedInline],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test10],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test02],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test13],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test12],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test03],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test00],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test07],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test06],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test08],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test14],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test04],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test15],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test16],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test11],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test09],com.google.javascript.jscomp.CommandLineRunnerTest[testIssue81],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test01],com.google.javascript.jscomp.AnalyzePrototypeProperties_ESTest[test05],Total,Equiv?
119, ,PASS, , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , ,PASS, , , , ,PASS, , , , , , , , ,PASS, ,FAIL, , , ,FAIL, , , , , , , , , , , , , ,FAIL, , , , , , ,3,
12,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC,PASS, ,FAIL,PASS, , , , ,PASS,EXC, ,FAIL,PASS,PASS,PASS,PASS, , ,66,
120, ,PASS, , , , , , , , , , , ,PASS, , , , , , , ,PASS, , , , , , ,PASS, , , , , , , , , , , ,EXC, , , , ,PASS, , , , , , , , ,PASS, ,PASS, , , ,EXC, , , , , , , , , , , , , ,PASS, , , , , , ,2,
121,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC, , , , , , , , , ,EXC, ,PASS, , , ,PASS, , ,64,
122,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC, , , , , , , , , ,EXC, ,PASS, , , ,PASS, , ,64,
123,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS, , , , , , , , , ,PASS, ,FAIL, , , ,PASS, , ,3,
124,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , , , , , , , , ,PASS, ,PASS, , , ,PASS, , ,5,
125,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC, , , , , , , , , ,EXC, ,PASS, , , ,PASS, , ,64,
126,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC, , , , , , , , , ,EXC, ,PASS, , , ,PASS, , ,64,
127,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC, , , , , , , , , ,EXC, ,PASS, , , ,PASS, , ,64,
128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,2,
129, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,FAIL, , , ,EXC, , , , , , , , , , , , , , , , , , , , ,3,
13,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS, ,PASS,PASS, , , , ,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS, , ,18,
130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,2,
131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,EXC, , , , , , , , , , , , , , , ,FAIL, , , ,EXC, , , , , , , , , , , , , , , , , , , , ,3,
132, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,1,
133, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,2,
134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , ,FAIL, , , , , , , , , , , , , , , , , , , , ,2,
135,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,FAIL,FAIL,EXC,FAIL,FAIL,EXC,EXC,EXC, , , , , , , , , ,EXC, ,PASS, , , ,PASS, , ,64,
